Sentence_id,Text,class_label,topic
9214,And we would have lost a million jobs.,Yes,employment
9198,It's going to help Jeremy get a job when he comes out of school.,No,employment
2566,And as a consequence we'll have a better trained workforce and that will create jobs because companies want to locate in places where we've got a skilled workforce.,No,employment
13862,"I think what I'd like to talk about a minute, since you're asking the question, is the General Motors issue.",No,employment
29299,Will they create jobs in America?,No,employment
15051,"And indeed, every time it has increased you will find there is an increase in minority unemployment among young people.",Yes,employment
26408,"They're putting people out of business, men and women.",No,employment
14521,"My passion is to pass a jobs program and get incomes up with an investment incentive program to grow jobs in the private sector, to waste less public money and invest more, to control health care costs and provide for affordable health care for all Americans and to make sure we've got the best trained workforce in the world.",No,employment
21248,"And for those of you working, thanks from the bottom of my heart.",No,employment
29634,"And, indeed, I have met a lot of the people who were stiffed by you and your businesses, Donald.",No,employment
8801,"And a young man is out there on a $1 billion carrier in charge of the maintenance of a $20 million aircraft, working 100 hours a week at times, and he's earning less for himself and his family, while he's away from his family, than he could earn if he were in one of the most menial jobs, working 40 hours a week here at home.",No,employment
1873,But those businesses that are in the last 3 percent of businesses happen to employ half -- half of all the people who work in small business.,Yes,employment
29239,"That's called business, by the way.",No,employment
2103,"Look, I've been in business for 25 years.",No,employment
1787,"They can buy a computer for their kid who's going off to college, which means they're spending more money, businesses have more customers, businesses make more profits, and then hire more workers.",Yes,employment
